transaction_id,user_id,amount,merchant_id,actual_location,timestamp,device_type,transactions_last_10min,time_since_last_txn_min,amount_deviation_ratio,device_change_flag,location_change_flag,anomaly_score,risk_level,rule_triggered,final_decision
TXN_01027,USER_039,1876.95,MERCH_25,Delhi,21-12-2025 08:15,web,4,5,0.83,0,0,0.194487352,LOW,NONE,APPROVED
TXN_01073,USER_081,4106.98,MERCH_23,Hyderabad,21-12-2025 08:24,mobile,2,5,1.38,0,0,0.153556152,LOW,NONE,APPROVED
TXN_00887,USER_051,1475.59,MERCH_07,Kolkata,21-12-2025 08:27,web,4,5,0.99,0,0,0.190386976,LOW,NONE,APPROVED
TXN_00578,USER_107,1356.08,MERCH_16,Mumbai,21-12-2025 08:34,atm,3,5,0.77,0,0,0.191740321,LOW,NONE,APPROVED
TXN_00954,USER_060,1626.77,MERCH_33,Chennai,21-12-2025 08:35,web,1,5,0.91,0,0,0.182590676,LOW,NONE,APPROVED
TXN_00601,USER_043,2159.19,MERCH_29,Delhi,21-12-2025 08:36,mobile,2,5,0.87,0,0,0.195289198,LOW,NONE,APPROVED
TXN_00499,USER_103,1413.79,MERCH_28,Kolkata,21-12-2025 08:50,atm,4,5,0.72,0,0,0.183801838,LOW,NONE,APPROVED
TXN_00581,USER_001,1879.65,MERCH_28,Pune,21-12-2025 08:51,mobile,4,5,0.77,0,0,0.190859417,LOW,NONE,APPROVED
TXN_00681,USER_090,3177.47,MERCH_07,Chennai,21-12-2025 08:57,web,3,5,1.35,0,0,0.184460604,LOW,NONE,APPROVED
TXN_00470,USER_093,1088.63,MERCH_27,Delhi,21-12-2025 09:01,atm,3,5,1.03,0,0,0.195487012,LOW,NONE,APPROVED
TXN_00599,USER_117,1378.54,MERCH_36,Pune,21-12-2025 09:05,mobile,2,5,0.85,0,0,0.191996145,LOW,NONE,APPROVED
TXN_00720,USER_104,2199.65,MERCH_26,Kolkata,21-12-2025 09:07,mobile,4,88,0.94,0,0,0.201343598,LOW,NONE,APPROVED
TXN_00228,USER_114,3337.84,MERCH_19,Mumbai,21-12-2025 09:24,atm,1,180,1.35,0,0,0.156656916,LOW,NONE,APPROVED
TXN_00939,USER_059,1641.34,MERCH_22,Kolkata,21-12-2025 09:24,atm,1,5,0.94,0,0,0.18509149,LOW,NONE,APPROVED
TXN_01133,USER_036,6395.14,MERCH_22,Bengaluru,21-12-2025 09:24,atm,7,10,2.07,1,1,-0.088241371,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00254,USER_110,2304.76,MERCH_16,Hyderabad,21-12-2025 09:28,mobile,1,46,1.14,1,0,0.097480571,LOW,NONE,APPROVED
TXN_00251,USER_111,1034.44,MERCH_40,Chennai,21-12-2025 09:29,web,2,110,1.29,1,0,0.07893285,LOW,NONE,APPROVED
TXN_00456,USER_065,2592.18,MERCH_13,Delhi,21-12-2025 09:37,mobile,4,5,0.85,0,0,0.195935428,LOW,NONE,APPROVED
TXN_00730,USER_110,2679.28,MERCH_06,Hyderabad,21-12-2025 09:38,atm,1,5,1.33,0,0,0.175485459,LOW,NONE,APPROVED
TXN_00654,USER_034,1733.02,MERCH_38,Mumbai,21-12-2025 09:41,mobile,3,5,0.61,0,0,0.177088455,LOW,NONE,APPROVED
TXN_00482,USER_073,3268.1,MERCH_31,Pune,21-12-2025 09:55,mobile,4,5,1.19,0,0,0.190495626,LOW,NONE,APPROVED
TXN_00194,USER_036,4117.08,MERCH_26,Mumbai,21-12-2025 10:05,web,1,30,1.33,0,0,0.142777737,LOW,NONE,APPROVED
TXN_00395,USER_074,2911.86,MERCH_29,Chennai,21-12-2025 10:05,mobile,1,5,1.3,0,0,0.175462492,LOW,NONE,APPROVED
TXN_00465,USER_110,1915.59,MERCH_17,Hyderabad,21-12-2025 10:05,atm,3,5,0.95,0,0,0.207139504,LOW,NONE,APPROVED
TXN_01125,USER_041,4825.73,MERCH_32,Delhi,21-12-2025 10:06,mobile,3,7,1.74,1,1,-0.048402897,MEDIUM,GEO_MISMATCH,FLAGGED
TXN_00796,USER_053,2335.76,MERCH_38,Hyderabad,21-12-2025 10:11,web,3,5,1.29,0,0,0.199725001,LOW,NONE,APPROVED
TXN_00491,USER_041,2056.07,MERCH_07,Bengaluru,21-12-2025 10:13,atm,2,5,0.74,0,0,0.196758437,LOW,NONE,APPROVED
TXN_00749,USER_028,2453.67,MERCH_17,Mumbai,21-12-2025 10:20,mobile,4,5,0.77,0,0,0.19231464,LOW,NONE,APPROVED
TXN_00344,USER_069,4085.7,MERCH_29,Mumbai,21-12-2025 10:21,mobile,2,97,1.29,0,0,0.16682281,LOW,NONE,APPROVED
TXN_00707,USER_001,2164.14,MERCH_21,Pune,21-12-2025 10:22,mobile,3,5,0.88,0,0,0.205249888,LOW,NONE,APPROVED
TXN_00901,USER_071,3562.68,MERCH_01,Hyderabad,21-12-2025 10:23,web,2,5,1.09,0,0,0.187613366,LOW,NONE,APPROVED
TXN_00765,USER_079,1773.74,MERCH_20,Chennai,21-12-2025 10:35,web,4,5,0.86,0,0,0.197520869,LOW,NONE,APPROVED
TXN_00480,USER_100,1242.14,MERCH_13,Chennai,21-12-2025 10:41,atm,3,5,0.72,0,0,0.194339209,LOW,NONE,APPROVED
TXN_00784,USER_049,632.4,MERCH_38,Mumbai,21-12-2025 10:44,atm,2,5,0.78,0,0,0.173000685,LOW,NONE,APPROVED
TXN_00897,USER_028,2909.9,MERCH_39,Mumbai,21-12-2025 10:53,mobile,1,33,0.91,0,0,0.17800861,LOW,NONE,APPROVED
TXN_00682,USER_099,2097.03,MERCH_02,Mumbai,21-12-2025 10:54,atm,3,5,1.28,0,0,0.202856292,LOW,NONE,APPROVED
TXN_00733,USER_068,3761.66,MERCH_30,Mumbai,21-12-2025 11:09,web,4,5,1.28,0,0,0.174116325,LOW,NONE,APPROVED
TXN_00660,USER_040,2446.72,MERCH_26,Delhi,21-12-2025 11:18,atm,2,5,0.7,0,0,0.182614224,LOW,NONE,APPROVED
TXN_01000,USER_106,1371.78,MERCH_12,Bengaluru,21-12-2025 11:19,atm,1,5,0.82,0,0,0.179705849,LOW,NONE,APPROVED
TXN_00289,USER_031,3006.91,MERCH_16,Chennai,21-12-2025 11:26,atm,2,5,1.35,0,0,0.188125596,LOW,NONE,APPROVED
TXN_00334,USER_114,2855.15,MERCH_27,Mumbai,21-12-2025 11:28,atm,1,124,1.15,0,0,0.183330705,LOW,NONE,APPROVED
TXN_00818,USER_055,2226.91,MERCH_21,Kolkata,21-12-2025 11:29,web,4,5,0.67,0,0,0.17975333,LOW,NONE,APPROVED
TXN_00673,USER_119,1232.85,MERCH_40,Chennai,21-12-2025 11:30,mobile,3,5,0.79,0,0,0.19555567,LOW,NONE,APPROVED
TXN_00625,USER_089,1260.76,MERCH_26,Bengaluru,21-12-2025 11:31,web,4,5,0.67,0,0,0.177464908,LOW,NONE,APPROVED
TXN_00271,USER_088,1163.19,MERCH_09,Mumbai,21-12-2025 11:33,mobile,1,5,1.05,0,0,0.179056706,LOW,NONE,APPROVED
TXN_00961,USER_117,1139.13,MERCH_07,Pune,21-12-2025 11:36,mobile,1,151,0.7,0,0,0.164298482,LOW,NONE,APPROVED
TXN_00366,USER_075,1565.2,MERCH_13,Chennai,21-12-2025 11:37,mobile,3,5,1.07,0,0,0.204794699,LOW,NONE,APPROVED
TXN_00295,USER_018,1333.54,MERCH_07,Chennai,21-12-2025 11:38,mobile,4,72,0.79,0,0,0.191554696,LOW,NONE,APPROVED
TXN_00942,USER_042,1143.46,MERCH_09,Kolkata,21-12-2025 11:44,mobile,4,5,1.11,0,0,0.189071982,LOW,NONE,APPROVED
TXN_00583,USER_053,1928.93,MERCH_14,Hyderabad,21-12-2025 11:46,web,3,5,1.07,0,0,0.208354409,LOW,NONE,APPROVED
TXN_00247,USER_052,2971.17,MERCH_34,Hyderabad,21-12-2025 11:47,mobile,3,152,1.19,0,0,0.198301443,LOW,NONE,APPROVED
TXN_00328,USER_094,1157.54,MERCH_14,Hyderabad,21-12-2025 11:49,mobile,3,155,0.73,0,0,0.19383812,LOW,NONE,APPROVED
TXN_00683,USER_078,2434.7,MERCH_10,Hyderabad,21-12-2025 11:51,mobile,2,5,1.31,0,0,0.195482119,LOW,NONE,APPROVED
TXN_00519,USER_004,1867.54,MERCH_38,Bengaluru,21-12-2025 11:55,web,1,5,1.03,0,0,0.192905253,LOW,NONE,APPROVED
TXN_00718,USER_004,1592.68,MERCH_23,Bengaluru,21-12-2025 12:07,mobile,4,5,0.88,1,0,0.107159822,LOW,NONE,APPROVED
TXN_00240,USER_074,2403.58,MERCH_29,Chennai,21-12-2025 12:13,mobile,2,65,1.07,0,0,0.203257732,LOW,NONE,APPROVED
TXN_00919,USER_007,3556.83,MERCH_25,Kolkata,21-12-2025 12:13,mobile,3,5,1.09,0,0,0.19409217,LOW,NONE,APPROVED
TXN_00843,USER_006,2616.43,MERCH_39,Delhi,21-12-2025 12:19,atm,2,5,1.06,0,0,0.202077893,LOW,NONE,APPROVED
TXN_00889,USER_014,2021.83,MERCH_05,Pune,21-12-2025 12:29,web,4,5,1.18,1,0,0.110131851,LOW,NONE,APPROVED
TXN_00386,USER_009,1806.71,MERCH_15,Chennai,21-12-2025 12:32,atm,2,5,1.13,0,0,0.203859743,LOW,NONE,APPROVED
TXN_00239,USER_045,1064.89,MERCH_32,Pune,21-12-2025 12:36,mobile,1,5,1.1,0,0,0.177082835,LOW,NONE,APPROVED
TXN_00568,USER_046,3393.32,MERCH_16,Pune,21-12-2025 12:37,web,4,5,1.17,0,0,0.189760377,LOW,NONE,APPROVED
TXN_00333,USER_014,1643.48,MERCH_39,Pune,21-12-2025 12:40,mobile,3,5,0.96,0,0,0.207297898,LOW,NONE,APPROVED
TXN_00324,USER_093,1167.41,MERCH_32,Delhi,21-12-2025 12:45,atm,3,5,1.1,0,0,0.19757648,LOW,NONE,APPROVED
TXN_00585,USER_099,2161.39,MERCH_06,Mumbai,21-12-2025 12:46,atm,3,5,1.32,0,0,0.204389863,LOW,NONE,APPROVED
TXN_00185,USER_096,2518.23,MERCH_37,Delhi,21-12-2025 12:53,mobile,1,99,0.96,0,0,0.185705237,LOW,NONE,APPROVED
TXN_00198,USER_084,1162.86,MERCH_21,Delhi,21-12-2025 12:54,mobile,4,105,0.86,0,0,0.193041146,LOW,NONE,APPROVED
TXN_00342,USER_030,1997.03,MERCH_34,Kolkata,21-12-2025 12:54,web,4,5,1.34,0,0,0.19760104,LOW,NONE,APPROVED
TXN_00370,USER_100,2364.01,MERCH_09,Chennai,21-12-2025 12:54,atm,3,5,1.37,0,0,0.195936026,LOW,NONE,APPROVED
TXN_00676,USER_033,2284.21,MERCH_13,Delhi,21-12-2025 12:58,atm,1,5,0.72,0,0,0.177737424,LOW,NONE,APPROVED
TXN_00298,USER_041,2771.84,MERCH_34,Bengaluru,21-12-2025 13:01,atm,3,344,1,0,0,0.187424286,LOW,NONE,APPROVED
TXN_00385,USER_106,1753.71,MERCH_29,Bengaluru,21-12-2025 13:02,atm,4,5,1.04,0,0,0.199705074,LOW,NONE,APPROVED
TXN_00772,USER_042,1413.8,MERCH_25,Kolkata,21-12-2025 13:16,mobile,3,5,1.38,0,0,0.183621357,LOW,NONE,APPROVED
TXN_00781,USER_035,1392.84,MERCH_08,Pune,21-12-2025 13:17,mobile,1,5,0.88,0,0,0.181053252,LOW,NONE,APPROVED
TXN_00952,USER_021,1333.41,MERCH_35,Pune,21-12-2025 13:25,web,4,5,0.88,0,0,0.193876791,LOW,NONE,APPROVED
TXN_00511,USER_045,1131.81,MERCH_30,Pune,21-12-2025 13:31,mobile,2,5,1.17,0,0,0.186122681,LOW,NONE,APPROVED
TXN_00653,USER_090,2528.2,MERCH_14,Chennai,21-12-2025 13:34,web,1,5,1.08,0,0,0.185834426,LOW,NONE,APPROVED
TXN_00503,USER_034,2236.17,MERCH_17,Mumbai,21-12-2025 13:36,mobile,4,5,0.79,0,0,0.197385952,LOW,NONE,APPROVED
TXN_00615,USER_120,2387.11,MERCH_21,Pune,21-12-2025 13:40,atm,1,5,0.94,0,0,0.181856428,LOW,NONE,APPROVED
TXN_00867,USER_069,3006.02,MERCH_24,Mumbai,21-12-2025 13:45,mobile,4,5,0.95,0,0,0.191566367,LOW,NONE,APPROVED
TXN_00226,USER_067,1166.06,MERCH_11,Hyderabad,21-12-2025 13:55,atm,1,112,0.82,0,0,0.177295791,LOW,NONE,APPROVED
TXN_00908,USER_042,1091.06,MERCH_39,Kolkata,21-12-2025 13:55,mobile,2,5,1.06,0,0,0.190502197,LOW,NONE,APPROVED
TXN_00924,USER_009,2187.35,MERCH_28,Chennai,21-12-2025 13:57,atm,4,5,1.37,0,0,0.189189839,LOW,NONE,APPROVED
TXN_01152,USER_003,3624.42,MERCH_31,Hyderabad,21-12-2025 13:58,atm,9,0,1.59,0,0,0.032872713,HIGH,"RAPID_TXN_BURST, VELOCITY_ATTACK",FLAGGED
TXN_00427,USER_082,1259.47,MERCH_15,Hyderabad,21-12-2025 14:04,atm,1,155,1.16,0,0,0.177251084,LOW,NONE,APPROVED
TXN_00761,USER_096,2458.6,MERCH_40,Delhi,21-12-2025 14:09,mobile,1,5,0.94,0,0,0.179476136,LOW,NONE,APPROVED
TXN_00764,USER_046,3765.32,MERCH_19,Pune,21-12-2025 14:15,web,4,5,1.29,0,0,0.172485625,LOW,NONE,APPROVED
TXN_00394,USER_106,2049.65,MERCH_24,Bengaluru,21-12-2025 14:18,web,4,76,1.22,1,0,0.105884615,LOW,NONE,APPROVED
TXN_01083,USER_032,2483.19,MERCH_18,Mumbai,21-12-2025 14:22,mobile,2,5,0.86,0,0,0.193824256,LOW,NONE,APPROVED
TXN_01126,USER_009,1918.18,MERCH_26,Chennai,21-12-2025 14:22,mobile,6,3,1.2,1,0,0.050843018,HIGH,RAPID_TXN_BURST,FLAGGED
TXN_00398,USER_072,2427.97,MERCH_37,Chennai,21-12-2025 14:25,atm,1,5,0.95,0,0,0.179786682,LOW,NONE,APPROVED
TXN_01036,USER_102,4254.46,MERCH_19,Kolkata,21-12-2025 14:27,atm,1,5,1.35,0,0,0.137760463,LOW,NONE,APPROVED
TXN_01047,USER_005,844.08,MERCH_24,Bengaluru,21-12-2025 14:31,mobile,4,5,0.77,0,0,0.177538432,LOW,NONE,APPROVED
TXN_01006,USER_075,1187.99,MERCH_13,Chennai,21-12-2025 14:32,mobile,4,5,0.81,0,0,0.189316795,LOW,NONE,APPROVED
TXN_00974,USER_010,1258.27,MERCH_06,Bengaluru,21-12-2025 14:38,atm,1,5,1.14,0,0,0.177009108,LOW,NONE,APPROVED
TXN_01076,USER_071,2042.15,MERCH_20,Hyderabad,21-12-2025 14:43,web,3,5,0.62,0,0,0.176273274,LOW,NONE,APPROVED
TXN_00936,USER_021,1501.14,MERCH_29,Pune,21-12-2025 15:10,web,1,5,0.99,0,0,0.173763457,LOW,NONE,APPROVED
TXN_00525,USER_083,1165.12,MERCH_38,Delhi,21-12-2025 15:17,web,4,5,0.74,0,0,0.181741265,LOW,NONE,APPROVED
TXN_01150,USER_027,1174.16,MERCH_11,Pune,21-12-2025 15:21,mobile,6,1,0.71,1,1,-0.055319798,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00629,USER_026,801.3,MERCH_34,Kolkata,21-12-2025 15:27,mobile,2,5,0.8,0,0,0.167214073,LOW,NONE,APPROVED
TXN_00460,USER_032,2536.48,MERCH_40,Mumbai,21-12-2025 15:29,mobile,1,5,0.88,0,0,0.173039323,LOW,NONE,APPROVED
TXN_00378,USER_103,1648.73,MERCH_09,Kolkata,21-12-2025 15:30,atm,4,143,0.84,0,0,0.190097795,LOW,NONE,APPROVED
TXN_00439,USER_025,2189.28,MERCH_06,Delhi,21-12-2025 15:39,mobile,3,163,1.3,0,0,0.191999435,LOW,NONE,APPROVED
TXN_00489,USER_076,2032.84,MERCH_19,Bengaluru,21-12-2025 15:47,mobile,4,5,0.83,0,0,0.19056363,LOW,NONE,APPROVED
TXN_01010,USER_080,1353.74,MERCH_06,Kolkata,21-12-2025 15:52,mobile,3,5,0.8,0,0,0.188509152,LOW,NONE,APPROVED
TXN_00995,USER_103,2412.26,MERCH_27,Kolkata,21-12-2025 15:57,atm,1,5,1.23,0,0,0.176450875,LOW,NONE,APPROVED
TXN_00313,USER_093,1225.02,MERCH_39,Delhi,21-12-2025 16:01,atm,4,133,1.16,0,0,0.182495018,LOW,NONE,APPROVED
TXN_01021,USER_008,1345.97,MERCH_28,Delhi,21-12-2025 16:04,atm,2,5,0.98,0,0,0.181743217,LOW,NONE,APPROVED
TXN_00592,USER_012,1521.51,MERCH_11,Kolkata,21-12-2025 16:05,atm,2,5,0.93,0,0,0.183291933,LOW,NONE,APPROVED
TXN_00255,USER_043,2671.59,MERCH_10,Delhi,21-12-2025 16:06,mobile,3,128,1.08,0,0,0.18980635,LOW,NONE,APPROVED
TXN_00701,USER_099,1146.77,MERCH_13,Mumbai,21-12-2025 16:06,atm,3,312,0.7,0,0,0.17045279,LOW,NONE,APPROVED
TXN_00711,USER_073,2023.53,MERCH_04,Pune,21-12-2025 16:08,web,2,5,0.74,1,0,0.084761141,LOW,NONE,APPROVED
TXN_00207,USER_048,1964.09,MERCH_19,Chennai,21-12-2025 16:10,web,1,37,0.62,0,0,0.149459029,LOW,NONE,APPROVED
TXN_01084,USER_120,1762.16,MERCH_29,Pune,21-12-2025 16:12,atm,2,5,0.69,0,0,0.173800257,LOW,NONE,APPROVED
TXN_00665,USER_009,2149.4,MERCH_24,Chennai,21-12-2025 16:15,atm,2,515,1.35,0,0,0.150582357,LOW,NONE,APPROVED
TXN_00574,USER_092,2229.11,MERCH_14,Mumbai,21-12-2025 16:16,atm,4,5,0.84,0,0,0.185515522,LOW,NONE,APPROVED
TXN_00317,USER_029,909.5,MERCH_07,Chennai,21-12-2025 16:18,atm,3,134,0.78,1,0,0.082264823,LOW,NONE,APPROVED
TXN_00372,USER_007,4229.36,MERCH_39,Kolkata,21-12-2025 16:18,mobile,2,83,1.3,0,0,0.146267835,LOW,NONE,APPROVED
TXN_01113,USER_105,22858.95,MERCH_09,Delhi,21-12-2025 16:31,mobile,2,263,8.79,1,1,-0.167756881,HIGH,"HIGH_AMOUNT_SPIKE, GEO_MISMATCH, NEW_DEVICE_HIGH_AMOUNT, LONG_INACTIVITY_SPIKE",FLAGGED
TXN_00700,USER_023,1785.61,MERCH_25,Hyderabad,21-12-2025 16:32,atm,1,5,0.81,0,0,0.172526881,LOW,NONE,APPROVED
TXN_00310,USER_024,1507.15,MERCH_40,Kolkata,21-12-2025 16:34,web,1,5,0.96,0,0,0.170617612,LOW,NONE,APPROVED
TXN_00369,USER_096,2283.27,MERCH_10,Delhi,21-12-2025 16:34,mobile,2,5,0.87,0,0,0.185628526,LOW,NONE,APPROVED
TXN_00614,USER_106,1648.35,MERCH_17,Bengaluru,21-12-2025 16:39,atm,3,5,0.98,0,0,0.194616572,LOW,NONE,APPROVED
TXN_00693,USER_091,1363.64,MERCH_17,Hyderabad,21-12-2025 16:40,mobile,4,5,0.72,0,0,0.177259319,LOW,NONE,APPROVED
TXN_00946,USER_027,1772.26,MERCH_38,Mumbai,21-12-2025 16:41,web,2,5,1.07,0,0,0.188058581,LOW,NONE,APPROVED
TXN_00695,USER_022,2303.35,MERCH_37,Pune,21-12-2025 16:43,atm,1,5,1.33,0,0,0.167188496,LOW,NONE,APPROVED
TXN_00881,USER_034,2383.86,MERCH_21,Mumbai,21-12-2025 16:49,mobile,2,5,0.84,0,0,0.183719795,LOW,NONE,APPROVED
TXN_01058,USER_107,2183.71,MERCH_17,Mumbai,21-12-2025 16:50,atm,1,5,1.24,0,0,0.175750109,LOW,NONE,APPROVED
TXN_00702,USER_056,1869.13,MERCH_07,Chennai,21-12-2025 16:51,atm,3,5,0.73,0,0,0.191987303,LOW,NONE,APPROVED
TXN_00532,USER_093,643.18,MERCH_22,Delhi,21-12-2025 16:52,atm,3,471,0.61,0,0,0.127234172,LOW,NONE,APPROVED
TXN_01175,USER_096,17669.07,MERCH_31,Mumbai,21-12-2025 16:57,mobile,1,203,6.75,0,1,-0.109678201,HIGH,"HIGH_AMOUNT_SPIKE, GEO_MISMATCH, LONG_INACTIVITY_SPIKE",FLAGGED
TXN_00813,USER_063,3191.54,MERCH_01,Kolkata,21-12-2025 17:00,mobile,3,5,1.15,0,0,0.181745422,LOW,NONE,APPROVED
TXN_01057,USER_099,1185.46,MERCH_25,Mumbai,21-12-2025 17:01,atm,1,5,0.73,0,0,0.163933917,LOW,NONE,APPROVED
TXN_00801,USER_114,3222.98,MERCH_33,Mumbai,21-12-2025 17:17,atm,2,5,1.3,0,0,0.175373781,LOW,NONE,APPROVED
TXN_00850,USER_056,1905.95,MERCH_06,Chennai,21-12-2025 17:23,atm,1,32,0.75,0,0,0.173057788,LOW,NONE,APPROVED
TXN_00381,USER_018,2159.77,MERCH_10,Chennai,21-12-2025 17:24,mobile,3,5,1.28,0,0,0.18817907,LOW,NONE,APPROVED
TXN_00297,USER_018,1906.71,MERCH_09,Chennai,21-12-2025 17:33,mobile,3,355,1.13,0,0,0.17456486,LOW,NONE,APPROVED
TXN_01052,USER_105,3537.59,MERCH_13,Chennai,21-12-2025 17:34,web,4,5,1.36,0,0,0.161418781,LOW,NONE,APPROVED
TXN_00595,USER_106,2272.3,MERCH_11,Bengaluru,21-12-2025 17:35,atm,4,5,1.35,0,0,0.175925777,LOW,NONE,APPROVED
TXN_00964,USER_053,1902.84,MERCH_30,Hyderabad,21-12-2025 17:38,web,1,5,1.05,0,0,0.176597344,LOW,NONE,APPROVED
TXN_00787,USER_072,3576.3,MERCH_13,Chennai,21-12-2025 17:39,atm,2,5,1.39,0,0,0.155147442,LOW,NONE,APPROVED
TXN_01092,USER_074,2845.34,MERCH_34,Chennai,21-12-2025 17:39,mobile,3,5,1.27,0,0,0.18221892,LOW,NONE,APPROVED
TXN_00955,USER_003,1475.48,MERCH_10,Hyderabad,21-12-2025 17:40,atm,1,5,0.65,0,0,0.153687409,LOW,NONE,APPROVED
TXN_00748,USER_055,3245.97,MERCH_34,Kolkata,21-12-2025 17:43,web,2,5,0.97,0,0,0.173634528,LOW,NONE,APPROVED
TXN_00234,USER_102,3810.25,MERCH_04,Kolkata,21-12-2025 17:44,atm,2,5,1.21,0,0,0.159493488,LOW,NONE,APPROVED
TXN_00539,USER_043,2929.73,MERCH_10,Delhi,21-12-2025 18:03,mobile,4,5,1.18,0,0,0.166146664,LOW,NONE,APPROVED
TXN_00556,USER_072,3396.5,MERCH_06,Chennai,21-12-2025 18:11,atm,1,5,1.32,0,0,0.146900805,LOW,NONE,APPROVED
TXN_00202,USER_066,1399.54,MERCH_36,Kolkata,21-12-2025 18:13,atm,4,172,0.73,0,0,0.162411445,LOW,NONE,APPROVED
TXN_00953,USER_072,2312.22,MERCH_21,Chennai,21-12-2025 18:13,atm,3,5,0.9,0,0,0.182693635,LOW,NONE,APPROVED
TXN_00529,USER_036,3119.57,MERCH_24,Mumbai,21-12-2025 18:15,web,3,5,1.01,0,0,0.176866127,LOW,NONE,APPROVED
TXN_00453,USER_036,3106.74,MERCH_23,Mumbai,21-12-2025 18:18,web,1,5,1.01,0,0,0.157603031,LOW,NONE,APPROVED
TXN_00594,USER_079,1453.62,MERCH_35,Chennai,21-12-2025 18:19,web,3,5,0.71,0,0,0.170443869,LOW,NONE,APPROVED
TXN_00999,USER_099,2139.11,MERCH_04,Mumbai,21-12-2025 18:19,atm,1,5,1.31,0,0,0.162884205,LOW,NONE,APPROVED
TXN_01037,USER_003,3170.28,MERCH_06,Hyderabad,21-12-2025 18:20,atm,4,5,1.39,0,0,0.150602646,LOW,NONE,APPROVED
TXN_00199,USER_036,2763.94,MERCH_35,Mumbai,21-12-2025 18:21,web,3,496,0.9,0,0,0.155433976,LOW,NONE,APPROVED
TXN_00276,USER_097,1120.29,MERCH_13,Bengaluru,21-12-2025 18:23,mobile,1,5,0.87,0,0,0.158083585,LOW,NONE,APPROVED
TXN_00260,USER_107,1304.13,MERCH_01,Mumbai,21-12-2025 18:25,atm,2,118,0.74,0,0,0.167628865,LOW,NONE,APPROVED
TXN_00423,USER_055,2533.68,MERCH_13,Kolkata,21-12-2025 18:27,web,2,5,0.76,0,0,0.173088736,LOW,NONE,APPROVED
TXN_00508,USER_048,3435.26,MERCH_01,Chennai,21-12-2025 18:30,web,3,5,1.08,0,0,0.17513228,LOW,NONE,APPROVED
TXN_00280,USER_090,3177.17,MERCH_11,Chennai,21-12-2025 18:31,web,1,134,1.35,0,0,0.148603528,LOW,NONE,APPROVED
TXN_00709,USER_086,2441.55,MERCH_07,Bengaluru,21-12-2025 18:31,web,2,5,0.76,0,0,0.17244352,LOW,NONE,APPROVED
TXN_00590,USER_064,2656.46,MERCH_06,Hyderabad,21-12-2025 18:33,atm,2,5,1.2,0,0,0.174990442,LOW,NONE,APPROVED
TXN_00563,USER_034,2883.55,MERCH_01,Mumbai,21-12-2025 18:36,mobile,1,300,1.01,0,0,0.153255167,LOW,NONE,APPROVED
TXN_00443,USER_053,1522.4,MERCH_33,Hyderabad,21-12-2025 18:50,web,1,5,0.84,0,0,0.161215877,LOW,NONE,APPROVED
TXN_00637,USER_046,3130.41,MERCH_16,Pune,21-12-2025 18:54,web,1,5,1.08,0,0,0.161041748,LOW,NONE,APPROVED
TXN_00650,USER_031,2454.8,MERCH_30,Chennai,21-12-2025 18:54,atm,4,5,1.11,0,0,0.172911958,LOW,NONE,APPROVED
TXN_00731,USER_001,3099.88,MERCH_19,Pune,21-12-2025 18:56,mobile,3,514,1.26,0,0,0.14556721,LOW,NONE,APPROVED
TXN_00719,USER_023,1352.77,MERCH_14,Hyderabad,21-12-2025 18:58,atm,1,146,0.61,0,0,0.14288183,LOW,NONE,APPROVED
TXN_01128,USER_075,2891.05,MERCH_25,Kolkata,21-12-2025 20:10,mobile,6,4,1.98,0,1,-0.052379011,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_01166,USER_059,12155.39,MERCH_30,Pune,21-12-2025 20:30,web,6,157,6.97,1,1,-0.134525038,HIGH,"HIGH_AMOUNT_SPIKE, RAPID_TXN_BURST, GEO_MISMATCH, NEW_DEVICE_HIGH_AMOUNT",FLAGGED
TXN_01142,USER_008,2228.99,MERCH_37,Kolkata,21-12-2025 23:30,web,2,7,1.62,1,1,-0.073803708,MEDIUM,GEO_MISMATCH,FLAGGED
TXN_01178,USER_114,4602.82,MERCH_13,Pune,21-12-2025 23:49,mobile,8,3,1.86,1,1,-0.096306762,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH, VELOCITY_ATTACK",FLAGGED
TXN_01120,USER_096,3356.86,MERCH_36,Pune,22-12-2025 01:38,web,10,0,1.28,1,1,-0.124401474,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH, VELOCITY_ATTACK",FLAGGED
TXN_01144,USER_046,3988.39,MERCH_27,Hyderabad,22-12-2025 03:20,atm,6,0,1.37,1,1,-0.082613647,HIGH,"RAPID_TXN_BURST, GEO_MISMATCH",FLAGGED
TXN_00534,USER_097,1090.55,MERCH_37,Bengaluru,22-12-2025 06:03,mobile,3,5,0.84,0,0,0.171538122,LOW,NONE,APPROVED
TXN_00496,USER_068,1810.97,MERCH_20,Mumbai,22-12-2025 06:16,web,3,5,0.62,0,0,0.156987968,LOW,NONE,APPROVED
TXN_00243,USER_096,2167.46,MERCH_01,Delhi,22-12-2025 06:22,web,4,1049,0.83,1,0,0.04107838,LOW,NONE,APPROVED
TXN_00475,USER_024,1337.01,MERCH_14,Kolkata,22-12-2025 06:27,web,4,833,0.85,0,0,0.136714883,LOW,NONE,APPROVED
